Mělník;Dolní Beřkovice;1241
Chrudim;Dolní Bezděkov;187
Hodonín;Dolní Bojanovice;2493
Mladá Boleslav;Dolní Bousov;2220
Vrchlabí;Dolní Branná;840
Dvůr Králové nad Labem;Dolní Brusnice;332
Černošice;Dolní Břežany;3073
Týn nad Vltavou;Dolní Bukovsko;1376
Jihlava;Dolní Cerekev;1052
Lanškroun;Dolní Čermná;1115
Ústí nad Orlicí;Dolní Dobrouč;2159
Frýdek-Místek;Dolní Domaslavice;1146
Moravský Krumlov;Dolní Dubňany;403
Mikulov;Dolní Dunajovice;1485
Kaplice;Dolní Dvořiště;1094
Vrchlabí;Dolní Dvůr;224
Děčín;Dolní Habartice;496
Příbram;Dolní Hbity;762
Velké Meziříčí;Dolní Heřmanice;420
Tábor;Dolní Hořice;708
Kralovice;Dolní Hradiště;54
Tábor;Dolní Hrachovice;120
Kolín;Dolní Chvatliny;381
Vrchlabí;Dolní Kalná;578
Ivančice;Dolní Kounice;2032
Vlašim;Dolní Kralovice;747
Havlíčkův Brod;Dolní Krupá;355
Mnichovo Hradiště;Dolní Krupá;200
Vrchlabí;Dolní Lánov;636
Moravské Budějovice;Dolní Lažany;129
Ostrava;Dolní Lhota;1289
Luhačovice;Dolní Lhota;537
Velké Meziříčí;Dolní Libochová;127
Jičín;Dolní Lochov;35
Jablunkov;Dolní Lomná;767
Tišnov;Dolní Loučky;1089
Přeštice;Dolní Lukavice;830
Bohumín;Dolní Lutyně;4562
Světlá nad Sázavou;Dolní Město;766
Králíky;Dolní Morava;349
Rýmařov;Dolní Moravice;340
Uherský Brod;Dolní Němčí;2548
Lipník nad Bečvou;Dolní Nětčice;214
Sokolov;Dolní Nivy;308
Písek;Dolní Novosedly;175
Trutnov;Dolní Olešnice;322
Jindřichův Hradec;Dolní Pěna;318
Varnsdorf;Dolní Podluží;1002
Kutná Hora;Dolní Pohleď;82
Rumburk;Dolní Poustevna;1358
Hradec Králové;Dolní Přím;604
Náchod;Dolní Radechová;661
Holice;Dolní Roveň;1669
Bystřice nad Pernštejnem;Dolní Rožínka;528
Sokolov;Dolní Rychnov;1136
Frýdlant;Dolní Řasnice;446
Holice;Dolní Ředice;780
Mladá Boleslav;Dolní Slivno;282
Chotěboř;Dolní Sokolovec;76
Mladá Boleslav;Dolní Stakory;238
Šumperk;Dolní Studénky;1183
Hranice;Dolní Těšice;54
Frýdek-Místek;Dolní Tošanovice;304
Český Krumlov;Dolní Třebonín;1083
Lipník nad Bečvou;Dolní Újezd;1050
Litomyšl;Dolní Újezd;1654
Mikulov;Dolní Věstonice;270
Třebíč;Dolní Vilémovice;353
Telč;Dolní Vilímeč;87
Ústí nad Labem;Dolní Zálezly;513
Mělník;Dolní Zimoř;76
Cheb;Dolní Žandov;1004
Jindřichův Hradec;Dolní Žďár;126
Opava;Dolní Životice;913
Olomouc;Doloplazy;1135
Prostějov;Doloplazy;479
Moravské Budějovice;Domamil;277
Třeboň;Domanín;324
Kyjov;Domanín;857
Kolín;Dománovice;109
Kadaň;Domašín;153
Rosice;Domašov;532
Šternberk;Domašov nad Bystřicí;426
Šternberk;Domašov u Šternberka;278
Přerov;Domaželice;469
Domažlice;Domažlice;8766
Sušice;Domoraz;52
Mladá Boleslav;Domousnice;230
Louny;Domoušice;561
Jindřichův Hradec;Doňov;66
Říčany;Doubek;380
Rumburk;Doubice;107
Orlová;Doubrava;1058
Český Brod;Doubravčice;619
České Budějovice;Doubravice;262
Strakonice;Doubravice;240
Dvůr Králové nad Labem;Doubravice;323
Blansko;Doubravice nad Svitavou;1156
Mladá Boleslav;Doubravička;119
Tišnov;Doubravník;695
Zlín;Doubravy;463
České Budějovice;Doudleby;398
Kostelec nad Orlicí;Doudleby nad Orlicí;1572
Telč;Doupě;82
Ostrov;Doupovské Hradiště;134
Olomouc;Drahanovice;1489
Prostějov;Drahany;441
Černošice;Drahelčice;762
Příbram;Drahenice;136
Blovice;Drahkov;116
Příbram;Drahlín;481
Benešov;Drahňovice;76
Kolín;Drahobudice;211
Litoměřice;Drahobuz;226
Vodňany;Drahonice;302
Tišnov;Drahonín;100
Rokycany;Drahoňův Újezd;105
České Budějovice;Drahotěšice;266
Domažlice;Drahotín;169
Rakovník;Drahouš;66
Soběslav;Drahov;136
Strakonice;Drachkov;153
Soběslav;Dráchov;215
Tišnov;Drásov;1465
Příbram;Drásov;378
Kralovice;Dražeň;118
Domažlice;Draženov;339
Tábor;Dražice;667
Týn nad Vltavou;Dražíč;217
Tábor;Dražičky;127
Strakonice;Drážov;207
Bučovice;Dražovice;768
Sušice;Dražovice;132
Kyjov;Dražůvky;233
Dobříš;Drevníky;275
Tábor;Drhovice;188
Písek;Drhovle;475
Dobříš;Drhovy;223
Mariánské Lázně;Drmoul;835
Slaný;Drnek;146
Mikulov;Drnholec;1499
Boskovice;Drnovice;1068
Vyškov;Drnovice;2039
Valašské Klobouky;Drnovice;347
Čáslav;Drobovice;349
Strakonice;Droužetice;117
Chomutov;Droužkovice;675
Zábřeh;Drozdov;292
Hořovice;Drozdov;624
Prachatice;Drslavice;85
Uherský Brod;Drslavice;434
Světlá nad Sázavou;Druhanov;142
Jindřichův Hradec;Drunče;42
Nýřany;Druztová;653
Kladno;Družec;888
Vyškov;Drysice;476
Železný Brod;Držkov;504
Zlín;Držková;304
Prostějov;Držovice;1202
Chrudim;Dřenice;334
Strakonice;Dřešín;262
Kladno;Dřetovice;372
Brandýs nad Labem-Stará Boleslav;Dřevčice;617
Jičín;Dřevěnice;216
Prostějov;Dřevnovice;399
Přerov;Dřevohostice;1282
Kralupy nad Vltavou;Dřínov;397
Slaný;Dřínov;268
Kroměříž;Dřínov;367
Brandýs nad Labem-Stará Boleslav;Dřísy;762
Pardubice;Dříteč;398
České Budějovice;Dříteň;1401
Prachatice;Dub;323
Olomouc;Dub nad Moravou;1346
Česká Lípa;Dubá;1454
Pardubice;Dubany;233
Litovel;Dubčany;195
Dvůr Králové nad Labem;Dubenec;564
Příbram;Dubenec;230
Teplice;Dubí;6537
Zábřeh;Dubicko;907
České Budějovice;Dubičné;349
Sedlčany;Dublovice;931
Hodonín;Dubňany;5488
České Budějovice;Dubné;1325
Česká Lípa;Dubnice;568
Příbram;Dubno;264
Pelhřimov;Dubovice;66
Jihlava;Dudín;153
Teplice;Duchcov;7246
Třebíč;Dukovany;727
Pacov;Důl;52
Třeboň;Dunajovice;184
Vlašim;Dunice;54
Jihlava;Dušejov;392
Roudnice nad Labem;Dušníky;324
Chrudim;Dvakačovice;127
Jihlava;Dvorce;172
Bruntál;Dvorce;1126
Prachatice;Dvory;80
Nymburk;Dvory;475
Třeboň;Dvory nad Lužnicí;283
Dvůr Králové nad Labem;Dvůr Králové nad Labem;13305
Znojmo;Dyjákovice;718
Znojmo;Dyjákovičky;449
Znojmo;Dyje;418
Telč;Dyjice;121
Poděbrady;Dymokury;725
České Budějovice;Dynín;275
Plzeň;Dýšina;1440
Konice;Dzbel;211
Moravský Krumlov;Džbánice;126
Vysoké Mýto;Džbánov;292
Rokycany;Ejpovice;572
Stříbro;Erpužice;301
Pacov;Eš;54
Lovosice;Evaň;253
Hořovice;Felbabka;227
Třeboň;Frahelž;128
Vsetín;Francova Lhota;1314
Děčín;Františkov nad Ploučnicí;331
Cheb;Františkovy Lázně;4513
Frenštát pod Radhoštěm;Frenštát pod Radhoštěm;9235
Frýdek-Místek;Fryčovice;2020
Frýdek-Místek;Frýdek-Místek;47484
Frýdlant;Frýdlant;6251
Frýdlant nad Ostravicí;Frýdlant nad Ostravicí;8450
Turnov;Frýdštejn;746
Český Krumlov;Frymburk;1080
Sušice;Frymburk;85
Nové Město na Moravě;Fryšava pod Žákovou horou;292
Zlín;Fryšták;3149
Odry;Fulnek;4805
Havlíčkův Brod;Golčův Jeníkov;2228
Znojmo;Grešlové Mýto;165
Moravská Třebová;Gruna;182
Kolín;Grunta;71
Olomouc;Grygov;1277
Přerov;Grymov;138
Frýdlant;Habartice;381
Sokolov;Habartov;4232
Vyškov;Habrovany;720
Ústí nad Labem;Habrovany;185
Blansko;Habrůvka;336
Havlíčkův Brod;Habry;1101
České Budějovice;Habří;88
Hradec Králové;Habřina;243
Konice;Hačky;96
Jindřichův Hradec;Hadravova Rosička;44
Teplice;Háj u Duchcova;1037
Opava;Háj ve Slezsku;2845
Blatná;Hajany;106
Šlapanice;Hajany;465
Příbram;Háje;400
Semily;Háje nad Jizerou;546
Vodňany;Hájek;33
Ostrov;Hájek;507
Trutnov;Hajnice;853
Třeboň;Halámky;161
Vsetín;Halenkov;2041
Otrokovice;Halenkovice;1616
Valašské Klobouky;Haluzice;70
Tachov;Halže;769
Třeboň;Hamr;309
Česká Lípa;Hamr na Jezeře;380
Hlinsko;Hamry;199
Klatovy;Hamry;99
Žďár nad Sázavou;Hamry nad Sázavou;1340
Litovel;Haňovice;393
Šumperk;Hanušovice;2678
Tanvald;Harrachov;1194
Moravská Třebová;Hartinkov;43
Týn nad Vltavou;Hartmanice;152
Polička;Hartmanice;251
Sušice;Hartmanice;852
Náměšť nad Oslavou;Hartvíkovice;474
Tábor;Haškovcova Lhota;62
Hlučín;Hať;2147
Jindřichův Hradec;Hatín;173
Havířov;Havířov;63036
Havlíčkův Brod;Havlíčkova Borová;808
Havlíčkův Brod;Havlíčkův Brod;19128
Trutnov;Havlovice;838
Most;Havraň;506
Znojmo;Havraníky;264
Aš;Hazlov;1292
Horažďovice;Hejná;140
Frýdlant;Hejnice;2335
Žamberk;Hejnice;173
Broumov;Hejtmánkovice;517
Žamberk;Helvíkovice;401
Havlíčkův Brod;Herálec;930
Žďár nad Sázavou;Herálec;1127
Třebíč;Heraltice;322
Říčany;Herink;505
Tišnov;Heroltice;186
Slavkov u Brna;Heršpice;668
České Budějovice;Heřmaň;158
Písek;Heřmaň;225
Dačice;Heřmaneč;78
Chotěboř;Heřmanice;47
Jaroměř;Heřmanice;360
Frýdlant;Heřmanice;239
Odry;Heřmanice u Oder;277
Votice;Heřmaničky;608
Broumov;Heřmánkovice;424
Odry;Heřmánky;149
Velké Meziříčí;Heřmanov;184
Děčín;Heřmanov;409
Nýřany;Heřmanova Huť;1515
Krnov;Heřmanovice;297
Chrudim;Heřmanův Městec;4097
Znojmo;Hevlín;1158
Nový Jičín;Hladké Životice;846
Jihlava;Hladov;155
Tábor;Hlasivo;138
Beroun;Hlásná Třebaň;822
Šternberk;Hlásnice;180
České Budějovice;Hlavatce;129
Soběslav;Hlavatce;314
Přelouč;Hlavečník;222
Brandýs nad Labem-Stará Boleslav;Hlavenec;302
Liberec;Hlavice;188
Opava;Hlavnice;546
Sušice;Hlavňovice;407
Ivančice;Hlína;242
Kralovice;Hlince;61
České Budějovice;Hlincová Hora;333
Krnov;Hlinka;162
Litoměřice;Hlinná;242
Lipník nad Bečvou;Hlinsko;190
Hlinsko;Hlinsko;8242
Kutná Hora;Hlízov;481
Horšovský Týn;Hlohová;234
Horšovský Týn;Hlohovčice;168
Břeclav;Hlohovec;1065
Rokycany;Hlohovice;283
Vyškov;Hlubočany;409
Opava;Hlubočec;476
Olomouc;Hlubočky;3657
Chrudim;Hluboká;159
České Budějovice;Hluboká nad Vltavou;4391
Náměšť nad Oslavou;Hluboké;171
Tišnov;Hluboké Dvory;81
Znojmo;Hluboké Mašůvky;686
Příbram;Hluboš;536
Příbram;Hlubyně;133
Hlučín;Hlučín;12105
Prostějov;Hluchov;297
Uherské Hradiště;Hluk;3703
Strakonice;Hlupín;81
Nový Bydžov;Hlušice;632
Olomouc;Hlušovice;707
Klatovy;Hnačov;91
Znojmo;Hnanice;287
Ústí nad Orlicí;Hnátnice;716
Hradec Králové;Hněvčeves;144
Světlá nad Sázavou;Hněvkovice;496
Nýřany;Hněvnice;97
Opava;Hněvošice;856
Olomouc;Hněvotín;1460
Šternberk;Hnojice;505
Třinec;Hnojník;1258
Slaný;Hobšovice;301
Slavkov u Brna;Hodějice;846
Tábor;Hodětín;86
Jihlava;Hodice;636
Žďár nad Sázavou;Hodíškov;138
Liberec;Hodkovice nad Mohelkou;2391
Tábor;Hodonice;115
Znojmo;Hodonice;1519
Boskovice;Hodonín;101
Hodonín;Hodonín;21136
Chrudim;Hodonín;67
Třebíč;Hodov;264
Nový Jičín;Hodslavice;1473
Humpolec;Hojanovice;88
Jihlava;Hojkov;130
Pelhřimov;Hojovice;69
Česká Lípa;Holany;432
Židlochovice;Holasice;945
Opava;Holasovice;1190
Krnov;Holčovice;633
Žatec;Holedeč;530
Turnov;Holenice;75
Holešov;Holešov;9998
Hlinsko;Holetín;657
Holice;Holice;5471
Jičín;Holín;512
Hradec Králové;Holohlavy;781
Přelouč;Holotín;48
Rokycany;Holoubkov;1220
Hořice;Holovousy;461
Kralovice;Holovousy;49
Blansko;Holštejn;130
Slavkov u Brna;Holubice;1025
Černošice;Holubice;1389
Český Krumlov;Holubov;910
Stod;Holýšov;4109
České Budějovice;Homole;1302
Ústí nad Labem;Homole u Panny;330
Chrudim;Honbice;149
Kroměříž;Honětice;65
Stod;Honezovice;218
Litvínov;Hora Svaté Kateřiny;385
Chomutov;Hora Svatého Šebestiána;256
Domažlice;Hora Svatého Václava;62
Horažďovice;Horažďovice;4501
Příbram;Horčápsko;82
Chrudim;Horka;347
Čáslav;Horka I;331
Kutná Hora;Horka II;353
Olomouc;Horka nad Moravou;2062
Jilemnice;Horka u Staré Paky;196
Litomyšl;Horky;106
Čáslav;Horky;310
Mladá Boleslav;Horky nad Jizerou;461
Rožnov pod Radhoštěm;Horní Bečva;2099
Kralovice;Horní Bělá;479
Bruntál;Horní Benešov;1937
Roudnice nad Labem;Horní Beřkovice;784
Kladno;Horní Bezděkov;555
Ostrov;Horní Blatná;312
Havířov;Horní Bludovice;2077
Hustopeče;Horní Bojanovice;567
Chrudim;Horní Bradlo;376
Jilemnice;Horní Branná;1595
Dvůr Králové nad Labem;Horní Brusnice;383
Znojmo;Horní Břečkov;215
Nýřany;Horní Bříza;3589
Mnichovo Hradiště;Horní Bukovina;201
Pelhřimov;Horní Cerekev;1532
Lanškroun;Horní Čermná;852
Frýdek-Místek;Horní Domaslavice;739
Jihlava;Horní Dubenky;513
Moravský Krumlov;Horní Dubňany;251
Znojmo;Horní Dunajovice;538
Kaplice;Horní Dvořiště;398
Děčín;Horní Habartice;359
Třebíč;Horní Heřmanice;111
Lanškroun;Horní Heřmanice;399
Holice;Horní Jelení;1742
Litvínov;Horní Jiřetín;1883
Vrchlabí;Horní Kalná;290
Stod;Horní Kamenice;204
Týn nad Vltavou;Horní Kněžeklady;94
Moravský Krumlov;Horní Kounice;246
Stříbro;Horní Kozolupy;212
Havlíčkův Brod;Horní Krupá;441
Kolín;Horní Kruty;422
Holešov;Horní Lapač;229
Ostrava;Horní Lhota;730
Luhačovice;Horní Lhota;487
Česká Lípa;Horní Libchava;643
Velké Meziříčí;Horní Libochová;171
Vsetín;Horní Lideč;1171
Šternberk;Horní Loděnice;282
Jablunkov;Horní Lomná;317
Tišnov;Horní Loučky;264
Přeštice;Horní Lukavice;367
Trutnov;Horní Maršov;840
Rýmařov;Horní Město;713
Dačice;Horní Meziříčko;89
Přerov;Horní Moštěnice;1433
Telč;Horní Myslová;71
Uherský Brod;Horní Němčí;727
Dačice;Horní Němčice;69
Lipník nad Bečvou;Horní Nětčice;185
Trutnov;Horní Olešnice;270
Světlá nad Sázavou;Horní Paseka;62
Jindřichův Hradec;Horní Pěna;513
Český Krumlov;Horní Planá;1785
Mělník;Horní Počaply;1024
Varnsdorf;Horní Podluží;700
Česká Lípa;Horní Police;581
Strakonice;Horní Poříčí;258
Boskovice;Horní Poříčí;231
Náchod;Horní Radechová;418
Jindřichův Hradec;Horní Radouň;205
Velké Meziříčí;Horní Radslavice;79
Humpolec;Horní Rápotice;143
Bystřice nad Pernštejnem;Horní Rožínka;70
Frýdlant;Horní Řasnice;194
Holice;Horní Ředice;846
Litoměřice;Horní Řepčice;86
Jindřichův Hradec;Horní Skrýchov;144
Dačice;Horní Slatina;120
Sokolov;Horní Slavkov;4618
Mladá Boleslav;Horní Slivno;246
Třebíč;Horní Smrčné;47
Boskovice;Horní Smržov;113
Trhové Sviny;Horní Stropnice;1268
Zábřeh;Horní Studénky;300
Havířov;Horní Suchá;3775
Konice;Horní Štěpánov;745
Hranice;Horní Těšice;134
Frýdek-Místek;Horní Tošanovice;534
Lanškroun;Horní Třešňovec;531
Třebíč;Horní Újezd;230
Hranice;Horní Újezd;382
Litomyšl;Horní Újezd;342
Pelhřimov;Horní Ves;252
Mikulov;Horní Věstonice;413
Třebíč;Horní Vilémovice;77
Vimperk;Horní Vltavice;315
Bruntál;Horní Životice;283
Moravské Budějovice;Hornice;62
Blatná;Hornosín;62
Černošice;Horoměřice;2952
Písek;Horosedly;117
Brandýs nad Labem-Stará Boleslav;Horoušany;1075
Sušice;Horská Kvilda;59
Přeštice;Horšice;368
Horšovský Týn;Horšovský Týn;4076
Čáslav;Horušice;150
Karlovy Vary;Hory;244
Nymburk;Hořany;121
Nymburk;Hořátev;654
Jaroměř;Hořenice;122
Pelhřimov;Hořepník;529
Rakovník;Hořesedly;341
Slaný;Hořešovice;217
Slaný;Hořešovičky;113
Humpolec;Hořice;164
Hořice;Hořice;7072
Český Krumlov;Hořice na Šumavě;717
Náchod;Hořičky;466
Mělník;Hořín;687
Hradec Králové;Hořiněves;576
Hořovice;Hořovice;5367
Rakovník;Hořovičky;391
České Budějovice;Hosín;730
Strakonice;Hoslovice;137
Slaný;Hospozín;447
Jindřichův Hradec;Hospříz;347
Nový Jičín;Hostašovice;671
Uherské Hradiště;Hostějov;37
Šlapanice;Hostěnice;624
Moravský Krumlov;Hostěradice;1324
Slavkov u Brna;Hostěrádky-Rešov;713
Telč;Hostětice;111
Uherský Brod;Hostětín;181
Znojmo;Hostim;371
Mělník;Hostín;258
Kralupy nad Vltavou;Hostín u Vojkovic;280
Vrchlabí;Hostinné;3742
Zlín;Hostišová;430
Černošice;Hostivice;6380
Hořovice;Hostomice;1413
Bílina;Hostomice;1027
Domažlice;Hostouň;1036
Kladno;Hostouň;1036
Čáslav;Hostovlice;211
Týn nad Vltavou;Hosty;145
Vsetín;Hošťálková;1875
Krnov;Hošťálkovy;541
Chrudim;Hošťalovice;118
Zábřeh;Hoštejn;355
Strakonice;Hoštice;139
Kroměříž;Hoštice;134
Vyškov;Hoštice-Heroltice;524
Litoměřice;Hoštka;1430
Tachov;Hošťka;335
Vsetín;Hovězí;2039
Kyjov;Hovorany;1874
Brandýs nad Labem-Stará Boleslav;Hovorčovice;1851
Šumperk;Hraběšice;139
Čáslav;Hraběšín;98
Znojmo;Hrabětice;752
Šumperk;Hrabišín;734
Zábřeh;Hrabová;537
Hranice;Hrabůvka;262
Opava;Hrabyně;1009
České Budějovice;Hradce;81
Tišnov;Hradčany;563
Přerov;Hradčany;259
Poděbrady;Hradčany;226
Prostějov;Hradčany-Kobeřice;345
Uherský Brod;Hradčovice;847
Světlá nad Sázavou;Hradec;211
Stod;Hradec;469
Hradec Králové;Hradec Králové;76667
Opava;Hradec nad Moravicí;4621
Svitavy;Hradec nad Svitavou;1427
Jeseník;Hradec-Nová Ves;319
Kladno;Hradečno;426
Znojmo;Hrádek;796
Hradec Králové;Hrádek;161
Jablunkov;Hrádek;1546
Ústí nad Orlicí;Hrádek;88
Rokycany;Hrádek;2318
Sušice;Hrádek;1187
Liberec;Hrádek nad Nisou;6435
Horažďovice;Hradešice;353
Český Brod;Hradešín;384
Karlovy Vary;Hradiště;0
Domažlice;Hradiště;142
Nepomuk;Hradiště;199
Rokycany;Hradiště;27
Vlašim;Hradiště;23
Černošice;Hradištko;1769
Nymburk;Hradištko;534
Prachatice;Hracholusky;421
Rakovník;Hracholusky;68
Třeboň;Hrachoviště;67
Trhové Sviny;Hranice;170
Aš;Hranice;1756
Hranice;Hranice;15334
Šternberk;Hraničné Petrovice;123
Milevsko;Hrazany;235
Jablunkov;Hrčava;212
České Budějovice;Hrdějovice;1327
Prostějov;Hrdibořice;186
Slaný;Hrdlív;418
Mladá Boleslav;Hrdlořezy;551
Milevsko;Hrejkovice;415
Teplice;Hrob;1702
Roudnice nad Labem;Hrobce;557
Bílina;Hrobčice;938
Pardubice;Hrobice;185
Vizovice;Hrobice;403
Chrudim;Hrochův Týnec;1609
Nýřany;Hromnice;1058
Náchod;Hronov;5240
Třebíč;Hrotovice;1502
Chrudim;Hroubovice;280
Třebíč;Hroznatín;96
Ostrov;Hroznětín;1668
Veselí nad Moravou;Hroznová Lhota;1043
Turnov;Hrubá Skála;518
Veselí nad Moravou;Hrubá Vrbka;511
Prostějov;Hrubčice;674
Nymburk;Hrubý Jeseník;484
Říčany;Hrusice;669
Prostějov;Hruška;197
Břeclav;Hrušky;1344
Slavkov u Brna;Hrušky;647
Mladá Boleslav;Hrušov;167
Vysoké Mýto;Hrušová;310
Chomutov;Hrušovany;435
Znojmo;Hrušovany nad Jevišovkou;2776
Židlochovice;Hrušovany u Brna;2882
Jihlava;Hrutov;87
Kladno;Hřebeč;1646
Rakovník;Hřebečníky;219
Hořovice;Hředle;327
Rakovník;Hředle;490
Děčín;Hřensko;206
Kostelec nad Orlicí;Hřibiny-Ledská;295
Dvůr Králové nad Labem;Hřibojedy;179
Dobříš;Hřiměždice;352
Dačice;Hříšice;282
Louny;Hříškov;358
Louny;Hřivice;543
Zlín;Hřivínův Újezd;465
Jihlava;Hubenov;121
Příbram;Hudčice;206
Beroun;Hudlice;1033
Frýdek-Místek;Hukvaldy;1768
Vlašim;Hulice;253
Kroměříž;Hulín;5824
Nový Bydžov;Humburky;323
Humpolec;Humpolec;8955
Děčín;Huntířov;675
Rokycany;Hůrky;202
Havlíčkův Brod;Hurtova Lhota;213
České Budějovice;Hůry;484
Mladá Boleslav;Husí Lhota;134
Prachatice;Husinec;1182
Brandýs nad Labem-Stará Boleslav;Husinec;1115
Vsetín;Huslenky;1893
Hustopeče;Hustopeče;5014
Hranice;Hustopeče nad Bečvou;1464
Uherské Hradiště;Huštěnovice;822
Rožnov pod Radhoštěm;Hutisko-Solanec;1709
Šternberk;Huzová;486
Vyškov;Hvězdlice;493
Benešov;Hvězdonice;275
Třebíč;Hvězdoňovice;88
Konice;Hvozd;559
Kralovice;Hvozd;215
Rakovník;Hvozd;136
České Budějovice;Hvozdec;106
Kuřim;Hvozdec;279
Hořovice;Hvozdec;219
Zlín;Hvozdná;1064
Hradec Králové;Hvozdnice;183
Černošice;Hvozdnice;430
Domažlice;Hvožďany;31
Příbram;Hvožďany;669
Jihlava;Hybrálec;392
Broumov;Hynčice;159
Zábřeh;Hynčina;168
Beroun;Hýskov;1533
Kyjov;Hýsly;347
Ústí nad Labem;Chabařovice;2119
Kutná Hora;Chabeřice;216
Hořovice;Chaloupky;426
Horažďovice;Chanovice;584
Mladá Boleslav;Charvatce;242
Olomouc;Charváty;729
Benešov;Chářovice;158
Kadaň;Chbany;554
Cheb;Cheb;25042
Vodňany;Chelčice;286
Rokycany;Cheznovice;613
Opava;Chlebičov;977
Benešov;Chleby;46
Nymburk;Chleby;363
Kostelec nad Orlicí;Chleny;197
Klatovy;Chlistov;118
Třebíč;Chlístov;245
Dobruška;Chlístov;80
Benešov;Chlístov;314
Kutná Hora;Chlístovice;639
Blatná;Chlum;163
Třebíč;Chlum;124
Česká Lípa;Chlum;219
Blovice;Chlum;197
Rokycany;Chlum;41
Vlašim;Chlum;120
Sokolov;Chlum Svaté Maří;249
Třeboň;Chlum u Třeboně;1700
Prachatice;Chlumany;290
Přeštice;Chlumčany;1982
Louny;Chlumčany;480
Český Krumlov;Chlumec;76
Ústí nad Labem;Chlumec;3714
Hradec Králové;Chlumec nad Cidlinou;4560
Velké Meziříčí;Chlumek;145
Žďár nad Sázavou;Chlumětín;180
Neratovice;Chlumín;392
Bystřice nad Pernštejnem;Chlum-Korouhvice;35
Nepomuk;Chlumy;93
Hořovice;Chlustina;194
Litomyšl;Chmelík;156
Vlašim;Chmelná;123
Blatná;Chobot;36
Vysoké Mýto;Choceň;7214
Blovice;Chocenice;488
Benešov;Chocerady;1001
Mnichovo Hradiště;Chocnějovice;352
Domažlice;Chocomyšl;101
Beroun;Chodouň;546
Roudnice nad Labem;Chodouny;557
Karlovy Vary;Chodov;93
Sokolov;Chodov;11418
Domažlice;Chodov;632
Tachov;Chodová Planá;1513
Lovosice;Chodovlice;137
Domažlice;Chodská Lhota;352
Tachov;Chodský Újezd;645
Jičín;Cholenice;200
Litovel;Cholina;612
Přelouč;Choltice;959
Rokycany;Chomle;53
Hořice;Chomutice;540
Chomutov;Chomutov;39751
Bystřice pod Hostýnem;Chomýž;310
Benešov;Choratice;63
Moravská Třebová;Chornice;752
Mělník;Chorušice;461
Valašské Meziříčí;Choryně;650
Poděbrady;Choťánky;372
Chotěboř;Chotěboř;7847
Moravské Budějovice;Chotěbudice;88
Český Těšín;Chotěbuz;1094
Jičín;Choteč;163
Pardubice;Choteč;283
Černošice;Choteč;296
Soběslav;Chotěmice;94
Litomyšl;Chotěnov;108
Poděbrady;Chotěšice;287
Stod;Chotěšov;2290
Lovosice;Chotěšov;402
Mladá Boleslav;Chotětov;984
Trutnov;Chotěvice;878
Nýřany;Chotíkov;1015
Dobříš;Chotilsko;413
Lovosice;Chotiměř;240
Litoměřice;Chotiněves;180
Nový Bor;Chotovice;146
Litomyšl;Chotovice;128
Kolín;Choťovice;158
Tábor;Chotoviny;1455
Čáslav;Chotusice;621
Kolín;Chotutice;409
České Budějovice;Chotýčany;202
Liberec;Chotyně;838
Benešov;Chotýšany;479
Tábor;Choustník;421
Dvůr Králové nad Labem;Choustníkovo Hradiště;508
Louny;Chožov;472
Louny;Chraberce;107
Chrudim;Chrast;2599
Plzeň;Chrást;1540
Nymburk;Chrást;434
Příbram;Chrást;184
Liberec;Chrastava;5163
Svitavy;Chrastavec;189
Domažlice;Chrastavice;307
Týn nad Vltavou;Chrášťany;606
Benešov;Chrášťany;199
Černošice;Chrášťany;687
Český Brod;Chrášťany;562
Rakovník;Chrášťany;544
Příbram;Chraštice;216
Strakonice;Chrášťovice;224
Tábor;Chrbonín;124
Prachatice;Chroboly;456
Šumperk;Chromeč;479
Kroměříž;Chropyně;4203
Poděbrady;Chroustov;195
Chrudim;Chroustovice;1058
Havlíčkův Brod;Chrtníč;103
Přelouč;Chrtníky;86
Boskovice;Chrudichromy;171
Chrudim;Chrudim;19222
Beroun;Chrustenice;761
Slaný;Chržín;211
Světlá nad Sázavou;Chřenovice;138
Varnsdorf;Chřibská;1147
Kralovice;Chříč;199
Kuřim;Chudčice;789
Klatovy;Chudenice;632
Klatovy;Chudenín;489
Ústí nad Labem;Chuderov;926
Hradec Králové;Chudeřice;203
Mladá Boleslav;Chudíř;165
Litoměřice;Chudoslavice;128
Semily;Chuchelna;835
Kravaře;Chuchelná;1075
Znojmo;Chvalatice;88
Bystřice pod Hostýnem;Chvalčov;1427
Trutnov;Chvaleč;564
Plzeň;Chválenice;613
Přelouč;Chvaletice;2502
Opava;Chvalíkovice;582
Bučovice;Chvalkovice;218
Jaroměř;Chvalkovice;623
Kroměříž;Chvalnov-Lísky;202
Prachatice;Chvalovice;141
Znojmo;Chvalovice;483
Český Krumlov;Chvalšiny;1057
Kralupy nad Vltavou;Chvatěruby;449
Holice;Chvojenec;578
Jičín;Chyjice;136
Beroun;Chyňava;1568
Černošice;Chýně;2253
Černošice;Chýnice;327
Tábor;Chýnov;2061
Pelhřimov;Chýstovice;30
Karlovy Vary;Chyše;489
Milevsko;Chyšky;905
Pelhřimov;Chyšná;75
Pardubice;Chýšť;184
Pohořelice;Ivaň;630
Prostějov;Ivaň;401
Ivančice;Ivančice;8260
Vyškov;Ivanovice na Hané;2434
Mladá Boleslav;Jabkenice;364
